Recipe ID,Title,Source,Cuisine
33,almond payasam,TARLA_DALAL,Indian Subcontinent
34,aloo amritsari,TARLA_DALAL,Indian Subcontinent
35,aloo anardana kulcha,TARLA_DALAL,Indian Subcontinent
36,aloo antu pulsu,TARLA_DALAL,Indian Subcontinent
37,aloo aur kaddu ki subzi,TARLA_DALAL,Indian Subcontinent
38,aloo aur shakarkand ki chaat,TARLA_DALAL,Indian Subcontinent
39,aloo bahaar,TARLA_DALAL,Indian Subcontinent
40,aloo baingan subzi,TARLA_DALAL,Indian Subcontinent
41,aloo beans subzi,TARLA_DALAL,Indian Subcontinent
42,aloo beetroot paratha,TARLA_DALAL,Indian Subcontinent
43,aloo bhath,TARLA_DALAL,Indian Subcontinent
44,aloo capsicum special,TARLA_DALAL,Indian Subcontinent
45,aloo chaat,TARLA_DALAL,Indian Subcontinent
46,aloo chapati,TARLA_DALAL,Indian Subcontinent
47,aloo curry,TARLA_DALAL,Indian Subcontinent
48,aloo dumwale,TARLA_DALAL,Indian Subcontinent
49,aloo gobhi,TARLA_DALAL,Indian Subcontinent
50,aloo gobi ka pulao,TARLA_DALAL,Indian Subcontinent
51,aloo gobi ke parathe,TARLA_DALAL,Indian Subcontinent
52,aloo gobi methi tuk,TARLA_DALAL,Indian Subcontinent
53,aloo gobi mutter,TARLA_DALAL,Indian Subcontinent
54,aloo gol matol,TARLA_DALAL,Indian Subcontinent
55,aloo hara masala,TARLA_DALAL,Indian Subcontinent
56,aloo jeera gobi,TARLA_DALAL,Indian Subcontinent
57,aloo ka bomb,TARLA_DALAL,Indian Subcontinent
58,aloo khaas,TARLA_DALAL,Indian Subcontinent
59,aloo ki puri,TARLA_DALAL,Indian Subcontinent
60,aloo ki subji,TARLA_DALAL,Indian Subcontinent
61,aloo ki tikki,TARLA_DALAL,Indian Subcontinent
62,aloo kurkure,TARLA_DALAL,Indian Subcontinent
63,aloo laajawaab,TARLA_DALAL,Indian Subcontinent
64,aloo masala chaat,TARLA_DALAL,Indian Subcontinent
65,aloo matter,TARLA_DALAL,Indian Subcontinent
66,aloo mazedar,TARLA_DALAL,Indian Subcontinent
67,aloo methi,TARLA_DALAL,Indian Subcontinent
68,aloo mutter,TARLA_DALAL,Indian Subcontinent
69,aloo mutter korma in white gravy,TARLA_DALAL,Indian Subcontinent
70,aloo mutter moghlai,TARLA_DALAL,Indian Subcontinent
71,aloo mutter tariwale,TARLA_DALAL,Indian Subcontinent
72,aloo palak,TARLA_DALAL,Indian Subcontinent
73,aloo palak roti,TARLA_DALAL,Indian Subcontinent
74,aloo parantha,TARLA_DALAL,Indian Subcontinent
75,aloo paratha,TARLA_DALAL,Indian Subcontinent
76,aloo paratho,TARLA_DALAL,Indian Subcontinent
77,aloo pethe ka saag,TARLA_DALAL,Indian Subcontinent
78,aloo poshto,TARLA_DALAL,Indian Subcontinent
79,aloo posto,TARLA_DALAL,Indian Subcontinent
80,aloo roti roll,TARLA_DALAL,Indian Subcontinent
81,aloo tikki,TARLA_DALAL,Indian Subcontinent
82,aloo tikkis,TARLA_DALAL,Indian Subcontinent
83,aloo tuk,TARLA_DALAL,Indian Subcontinent
84,aloo-65,TARLA_DALAL,Indian Subcontinent
85,aloomethi paratha,TARLA_DALAL,Indian Subcontinent
86,aloowali roti,TARLA_DALAL,Indian Subcontinent
87,alu bhat,TARLA_DALAL,Indian Subcontinent
88,alu cheese parathas,TARLA_DALAL,Indian Subcontinent
89,alu dum,TARLA_DALAL,Indian Subcontinent
90,alu dumwala,TARLA_DALAL,Indian Subcontinent
91,alu methi,TARLA_DALAL,Indian Subcontinent
92,alu tikkies,TARLA_DALAL,Indian Subcontinent
93,american chopsuey,TARLA_DALAL,Indian Subcontinent
94,amiri khaman,TARLA_DALAL,Indian Subcontinent
95,amlana,TARLA_DALAL,Indian Subcontinent
96,amrit modak,TARLA_DALAL,Indian Subcontinent
97,amritsari gobi mutter,TARLA_DALAL,Indian Subcontinent
98,amritsari paneer fingers,TARLA_DALAL,Indian Subcontinent
99,anardane te phudine ki chutney,TARLA_DALAL,Indian Subcontinent
100,andhra mysore rasam,TARLA_DALAL,Indian Subcontinent
101,andhra style okra fry,TARLA_DALAL,Indian Subcontinent
102,angoor ka murabba,TARLA_DALAL,Indian Subcontinent
103,angoor ka sherbat,TARLA_DALAL,Indian Subcontinent
104,angoor ka sherbet,TARLA_DALAL,Indian Subcontinent
105,angoori rabdi,TARLA_DALAL,Indian Subcontinent
106,anjeer and dates barfi,TARLA_DALAL,Indian Subcontinent
107,anjeer halwa,TARLA_DALAL,Indian Subcontinent
108,appam,TARLA_DALAL,Indian Subcontinent
109,apple and mint chutney,TARLA_DALAL,Indian Subcontinent
110,apple halwa,TARLA_DALAL,Indian Subcontinent
111,apple ka halwa,TARLA_DALAL,Indian Subcontinent
112,apple kheer,TARLA_DALAL,Indian Subcontinent
113,apple phirni,TARLA_DALAL,Indian Subcontinent
114,apple sandesh,TARLA_DALAL,Indian Subcontinent
115,arabic salad,TARLA_DALAL,Indian Subcontinent
116,arbi in spicy gravy,TARLA_DALAL,Indian Subcontinent
117,arbi ka saag,TARLA_DALAL,Indian Subcontinent
118,arbi lajawab,TARLA_DALAL,Indian Subcontinent
119,arbi masala,TARLA_DALAL,Indian Subcontinent
120,arbi naveli,TARLA_DALAL,Indian Subcontinent
121,arbi sarson,TARLA_DALAL,Indian Subcontinent
122,arisi paruppu upma,TARLA_DALAL,Indian Subcontinent
123,asparagus fondue,TARLA_DALAL,Indian Subcontinent
124,asparagus rolls,TARLA_DALAL,Indian Subcontinent
125,atta ka sheera,TARLA_DALAL,Indian Subcontinent
126,atte ka malpua,TARLA_DALAL,Indian Subcontinent
127,aubergine and paneer curry,TARLA_DALAL,Indian Subcontinent
128,aubergine paratha,TARLA_DALAL,Indian Subcontinent
129,aval payasam,TARLA_DALAL,Indian Subcontinent
130,avocado dip,TARLA_DALAL,Indian Subcontinent
131,avocado salad,TARLA_DALAL,Indian Subcontinent
132,baby corn hara masala,TARLA_DALAL,Indian Subcontinent
133,baby corn paneer jalfrazie,TARLA_DALAL,Indian Subcontinent
134,baby mangoes in brine,TARLA_DALAL,Indian Subcontinent
135,babycorn palak,TARLA_DALAL,Indian Subcontinent
136,babycorn paneer masala,TARLA_DALAL,Indian Subcontinent
137,badaam shorba,TARLA_DALAL,Indian Subcontinent
138,badam halwa,TARLA_DALAL,Indian Subcontinent
139,badam ka halwa,TARLA_DALAL,Indian Subcontinent
140,badam ka sheera,TARLA_DALAL,Indian Subcontinent
141,badam kheer,TARLA_DALAL,Indian Subcontinent
142,badshahi khichdi,TARLA_DALAL,Indian Subcontinent
143,badushah,TARLA_DALAL,Indian Subcontinent
144,bafa dhoi,TARLA_DALAL,Indian Subcontinent
145,bafla bati,TARLA_DALAL,Indian Subcontinent
146,bagara baingan,TARLA_DALAL,Indian Subcontinent
147,baghare baingan,TARLA_DALAL,Indian Subcontinent
148,baigan bhurta,TARLA_DALAL,Indian Subcontinent
149,baigan ka bharta,TARLA_DALAL,Indian Subcontinent
150,baingan bhaat,TARLA_DALAL,Indian Subcontinent
151,baingan bharta,TARLA_DALAL,Indian Subcontinent
152,baingan mussalam,TARLA_DALAL,Indian Subcontinent
153,baked brinjals,TARLA_DALAL,Indian Subcontinent
154,baked chaklis,TARLA_DALAL,Indian Subcontinent
155,baked cheese and mushroom paranthas,TARLA_DALAL,Indian Subcontinent
156,baked coconut rice with curry,TARLA_DALAL,Indian Subcontinent
157,baked dum gobi,TARLA_DALAL,Indian Subcontinent
158,baked hare chane,TARLA_DALAL,Indian Subcontinent
159,baked kand,TARLA_DALAL,Indian Subcontinent
160,baked korma rice,TARLA_DALAL,Indian Subcontinent
161,baked methi muthias,TARLA_DALAL,Indian Subcontinent
162,baked papdi,TARLA_DALAL,Indian Subcontinent
163,baked rasgullas,TARLA_DALAL,Indian Subcontinent
164,baked ratatouille crï¿½ï¿½pes in white sauce,TARLA_DALAL,Indian Subcontinent
165,baked tortilla chips,TARLA_DALAL,Indian Subcontinent
166,banana and walnut starter,TARLA_DALAL,Indian Subcontinent
167,banana bonda,TARLA_DALAL,Indian Subcontinent
168,banana dosa,TARLA_DALAL,Indian Subcontinent
169,banana gnochhi in saffron sauce,TARLA_DALAL,Indian Subcontinent
170,banana lassi,TARLA_DALAL,Indian Subcontinent
171,banana methi thepla,TARLA_DALAL,Indian Subcontinent
172,banana pakoda,TARLA_DALAL,Indian Subcontinent
173,banana pepper wafers,TARLA_DALAL,Indian Subcontinent
174,banana samosa,TARLA_DALAL,Indian Subcontinent
175,banana stem mourkootu,TARLA_DALAL,Indian Subcontinent
176,banana vegetable,TARLA_DALAL,Indian Subcontinent
177,bangla khichudi,TARLA_DALAL,Indian Subcontinent
178,baraj,TARLA_DALAL,Indian Subcontinent
179,basen nu shak,TARLA_DALAL,Indian Subcontinent
180,basil and badam soup,TARLA_DALAL,Indian Subcontinent
181,basil rava idli,TARLA_DALAL,Indian Subcontinent
182,batata ani flower cha rassa,TARLA_DALAL,Indian Subcontinent
183,batata chi bhaji,TARLA_DALAL,Indian Subcontinent
184,batata chips nu shaak,TARLA_DALAL,Indian Subcontinent
185,batata vada,TARLA_DALAL,Indian Subcontinent
186,bateta nu shaak,TARLA_DALAL,Indian Subcontinent
187,bean and pepper tortilla pizza,TARLA_DALAL,Indian Subcontinent
188,bean sprout pakodas,TARLA_DALAL,Indian Subcontinent
189,bean toastada,TARLA_DALAL,Indian Subcontinent
190,beet root sabji,TARLA_DALAL,Indian Subcontinent
191,beetroot chutney,TARLA_DALAL,Indian Subcontinent
192,beetroot paneer paratha,TARLA_DALAL,Indian Subcontinent
193,beetroot parathas,TARLA_DALAL,Indian Subcontinent
194,beetroot rabdi,TARLA_DALAL,Indian Subcontinent
195,beetroot raita,TARLA_DALAL,Indian Subcontinent
196,beetroot rasam,TARLA_DALAL,Indian Subcontinent
197,beetroot sambhar,TARLA_DALAL,Indian Subcontinent
198,beetroot samosa,TARLA_DALAL,Indian Subcontinent
199,beetrrot raita,TARLA_DALAL,Indian Subcontinent
200,bemisal paneer,TARLA_DALAL,Indian Subcontinent
201,bendhi masala,TARLA_DALAL,Indian Subcontinent
202,bengali baingan bhurta,TARLA_DALAL,Indian Subcontinent
203,bengali paneer laddoo,TARLA_DALAL,Indian Subcontinent
204,bengali style okra,TARLA_DALAL,Indian Subcontinent
205,bengali tomato chutney,TARLA_DALAL,Indian Subcontinent
206,besan ke aloo,TARLA_DALAL,Indian Subcontinent
207,besan paneer 65,TARLA_DALAL,Indian Subcontinent
208,besan rotis,TARLA_DALAL,Indian Subcontinent
209,besan sheera,TARLA_DALAL,Indian Subcontinent
210,besan sooji idli,TARLA_DALAL,Indian Subcontinent
211,besani bhindi,TARLA_DALAL,Indian Subcontinent
212,bhaat na poodla,TARLA_DALAL,Indian Subcontinent
213,bhaat na rasawala muthia,TARLA_DALAL,Indian Subcontinent
214,bhakarwadi,TARLA_DALAL,Indian Subcontinent
215,bhakri,TARLA_DALAL,Indian Subcontinent
216,bhapa doi,TARLA_DALAL,Indian Subcontinent
217,bhappa doi,TARLA_DALAL,Indian Subcontinent
218,bharleli vaangi,TARLA_DALAL,Indian Subcontinent
219,bharva kakdi ki subzi,TARLA_DALAL,Indian Subcontinent
220,bharvan baingan,TARLA_DALAL,Indian Subcontinent
221,bharvan simla mirch,TARLA_DALAL,Indian Subcontinent
222,bharven karele amritsari,TARLA_DALAL,Indian Subcontinent
223,bharwa aloo baingan,TARLA_DALAL,Indian Subcontinent
224,bharwan aloo,TARLA_DALAL,Indian Subcontinent
225,bharwan baingan,TARLA_DALAL,Indian Subcontinent
226,bharwan bhindi,TARLA_DALAL,Indian Subcontinent
227,bharwan paneer chilli pakoda,TARLA_DALAL,Indian Subcontinent
228,bharwan tinde,TARLA_DALAL,Indian Subcontinent
229,bhatura,TARLA_DALAL,Indian Subcontinent
230,bhavanagari marcha,TARLA_DALAL,Indian Subcontinent
231,bhavnagri chillies,TARLA_DALAL,Indian Subcontinent
232,bhavnagri kachori,TARLA_DALAL,Indian Subcontinent
233,bhedawi puri,TARLA_DALAL,Indian Subcontinent
234,bhinda ni kadhi,TARLA_DALAL,Indian Subcontinent
235,bhinda sambhariya,TARLA_DALAL,Indian Subcontinent
236,bhindi bharvan,TARLA_DALAL,Indian Subcontinent
237,bhindi do pyaza,TARLA_DALAL,Indian Subcontinent
238,bhindi fry,TARLA_DALAL,Indian Subcontinent
239,bhindi kali mirch,TARLA_DALAL,Indian Subcontinent
240,bhindi mappas,TARLA_DALAL,Indian Subcontinent
241,bhindi masala,TARLA_DALAL,Indian Subcontinent
242,bhindi pakodas,TARLA_DALAL,Indian Subcontinent
243,bhindi with mustard paste,TARLA_DALAL,Indian Subcontinent
244,bhujia chaat,TARLA_DALAL,Indian Subcontinent
245,bhujia toast,TARLA_DALAL,Indian Subcontinent
246,bhutta sweet paratha,TARLA_DALAL,Indian Subcontinent
247,bhutte ka paratha,TARLA_DALAL,Indian Subcontinent
248,bikaneri bhujia,TARLA_DALAL,Indian Subcontinent
249,bise bela bhath,TARLA_DALAL,Indian Subcontinent
250,bisi bele bath,TARLA_DALAL,Indian Subcontinent
251,bisi bele huli anna,TARLA_DALAL,Indian Subcontinent
252,bittergourd pitlai,TARLA_DALAL,Indian Subcontinent
253,black chole,TARLA_DALAL,Indian Subcontinent
254,black eyed beans and paneer,TARLA_DALAL,Indian Subcontinent
255,black pepper lemon tea,TARLA_DALAL,Indian Subcontinent
256,bole,TARLA_DALAL,Indian Subcontinent
257,boondi and pomegranate raita,TARLA_DALAL,Indian Subcontinent
258,boondi laddu with jaggery,TARLA_DALAL,Indian Subcontinent
259,bottle guard raita,TARLA_DALAL,Indian Subcontinent
260,bread idli,TARLA_DALAL,Indian Subcontinent
261,bread khaman,TARLA_DALAL,Indian Subcontinent
262,bread kofta,TARLA_DALAL,Indian Subcontinent
263,bread paratha,TARLA_DALAL,Indian Subcontinent
264,bread tartlets,TARLA_DALAL,Indian Subcontinent
265,bread tikki,TARLA_DALAL,Indian Subcontinent
266,brinjal dal,TARLA_DALAL,Indian Subcontinent
267,brinjal discs,TARLA_DALAL,Indian Subcontinent
268,brinjal fry,TARLA_DALAL,Indian Subcontinent
269,brinjal kotsu,TARLA_DALAL,Indian Subcontinent
270,brinjal onion kofta pulao,TARLA_DALAL,Indian Subcontinent
271,brinjal or eggplant fry,TARLA_DALAL,Indian Subcontinent
272,brinjal rasavangy,TARLA_DALAL,Indian Subcontinent
273,brinjal soup,TARLA_DALAL,Indian Subcontinent
274,broad beans with methi,TARLA_DALAL,Indian Subcontinent
275,broccoli and cheese parathas,TARLA_DALAL,Indian Subcontinent
276,broccoli crepes with mexican green sauce,TARLA_DALAL,Indian Subcontinent
277,broccoli kofta,TARLA_DALAL,Indian Subcontinent
278,broccoli paruppu usili,TARLA_DALAL,Indian Subcontinent
279,"broccoli, bell pepper and cheese quesadillas",TARLA_DALAL,Indian Subcontinent
280,brocolli parathe,TARLA_DALAL,Indian Subcontinent
281,brown rice kheer,TARLA_DALAL,Indian Subcontinent
282,buckwheat dosa,TARLA_DALAL,Indian Subcontinent
283,buckwheat paratha,TARLA_DALAL,Indian Subcontinent
284,bulgur wheat and vegetable khichdi,TARLA_DALAL,Indian Subcontinent
285,bund gobi aur matter,TARLA_DALAL,Indian Subcontinent
286,bundi payas,TARLA_DALAL,Indian Subcontinent
287,butter garlic naan,TARLA_DALAL,Indian Subcontinent
288,butter milk khichdi,TARLA_DALAL,Indian Subcontinent
289,butter milk rasam,TARLA_DALAL,Indian Subcontinent
290,butter murukku,TARLA_DALAL,Indian Subcontinent
291,butter palak paneer,TARLA_DALAL,Indian Subcontinent
292,butter paneer masala,TARLA_DALAL,Indian Subcontinent
293,butter paneer mattar,TARLA_DALAL,Indian Subcontinent
294,buttermilk rasam,TARLA_DALAL,Indian Subcontinent
295,cabbage and dal parathas,TARLA_DALAL,Indian Subcontinent
296,cabbage and paneer parathas,TARLA_DALAL,Indian Subcontinent
297,cabbage and paneer rolls,TARLA_DALAL,Indian Subcontinent
298,cabbage and paneer salad,TARLA_DALAL,Indian Subcontinent
299,cabbage batate nu shaak,TARLA_DALAL,Indian Subcontinent
300,cabbage foogath,TARLA_DALAL,Indian Subcontinent
301,cabbage ghughras,TARLA_DALAL,Indian Subcontinent
302,cabbage idli,TARLA_DALAL,Indian Subcontinent
303,cabbage kachumber,TARLA_DALAL,Indian Subcontinent
304,cabbage masala,TARLA_DALAL,Indian Subcontinent
305,cabbage paratha,TARLA_DALAL,Indian Subcontinent
306,cabbage poriyal,TARLA_DALAL,Indian Subcontinent
307,cabbage soup recipe,TARLA_DALAL,Indian Subcontinent
308,cabbage thoren,TARLA_DALAL,Indian Subcontinent
309,cabbage vatana nu shaak,TARLA_DALAL,Indian Subcontinent
310,cabbage yogurt gravy,TARLA_DALAL,Indian Subcontinent
311,capsicum and cheese parathas,TARLA_DALAL,Indian Subcontinent
312,capsicum and onion chutney,TARLA_DALAL,Indian Subcontinent
313,capsicum and paneer delight,TARLA_DALAL,Indian Subcontinent
314,capsicum and pineapple vegetable,TARLA_DALAL,Indian Subcontinent
315,capsicum coconut dry gravy,TARLA_DALAL,Indian Subcontinent
316,capsicum fry,TARLA_DALAL,Indian Subcontinent
317,capsicum poriyal,TARLA_DALAL,Indian Subcontinent
318,capsicum rings,TARLA_DALAL,Indian Subcontinent
319,cardamom lassi,TARLA_DALAL,Indian Subcontinent
320,carrot and cashew payassam,TARLA_DALAL,Indian Subcontinent
321,carrot and date salad,TARLA_DALAL,Indian Subcontinent
322,carrot chili achaar,TARLA_DALAL,Indian Subcontinent
323,carrot chutney,TARLA_DALAL,Indian Subcontinent
324,carrot cucumber curd rice,TARLA_DALAL,Indian Subcontinent
325,carrot dosa,TARLA_DALAL,Indian Subcontinent
326,carrot halwa,TARLA_DALAL,Indian Subcontinent
327,carrot kheer,TARLA_DALAL,Indian Subcontinent
328,carrot payasam,TARLA_DALAL,Indian Subcontinent
329,carrot peas stuffed paratha,TARLA_DALAL,Indian Subcontinent
330,carrot pickle,TARLA_DALAL,Indian Subcontinent
331,"carrot, cucumber and curd rice",TARLA_DALAL,Indian Subcontinent
332,cashew curry,TARLA_DALAL,Indian Subcontinent
333,cashew nut and tomato chutney,TARLA_DALAL,Indian Subcontinent
334,cauliflower and aloo gravy,TARLA_DALAL,Indian Subcontinent
335,cauliflower and green peas ambat,TARLA_DALAL,Indian Subcontinent
336,cauliflower bhanolu,TARLA_DALAL,Indian Subcontinent
337,cauliflower nu bhanolu,TARLA_DALAL,Indian Subcontinent
338,cauliflower parathas,TARLA_DALAL,Indian Subcontinent
339,cauliflower with peanut sauce,TARLA_DALAL,Indian Subcontinent
340,caulilower paratha,TARLA_DALAL,Indian Subcontinent
341,chaas,TARLA_DALAL,Indian Subcontinent
342,chaawal ke parathe,TARLA_DALAL,Indian Subcontinent
343,chakli,TARLA_DALAL,Indian Subcontinent
344,chana dal and coconut laddu,TARLA_DALAL,Indian Subcontinent
345,chana dal aur gur chawal,TARLA_DALAL,Indian Subcontinent
346,chana dal halwa,TARLA_DALAL,Indian Subcontinent
347,chana dal ki kachori,TARLA_DALAL,Indian Subcontinent
348,chana dal paratha,TARLA_DALAL,Indian Subcontinent
349,chana dal with cucumber,TARLA_DALAL,Indian Subcontinent
350,chana dal with vegetables,TARLA_DALAL,Indian Subcontinent
351,chana ghassi,TARLA_DALAL,Indian Subcontinent
352,chana kofta kadhi,TARLA_DALAL,Indian Subcontinent
353,chana madra,TARLA_DALAL,Indian Subcontinent
354,chana palak,TARLA_DALAL,Indian Subcontinent
355,chana veg kabab,TARLA_DALAL,Indian Subcontinent
356,channa dal and soya parathas,TARLA_DALAL,Indian Subcontinent
357,channa kebabs,TARLA_DALAL,Indian Subcontinent
358,channa masala,TARLA_DALAL,Indian Subcontinent
359,channakunni & brinjal,TARLA_DALAL,Indian Subcontinent
360,chapati,TARLA_DALAL,Indian Subcontinent
361,chapati poha,TARLA_DALAL,Indian Subcontinent
362,chapatis,TARLA_DALAL,Indian Subcontinent
363,charcoal roast corn,TARLA_DALAL,Indian Subcontinent
364,chat,TARLA_DALAL,Indian Subcontinent
365,chatakedar paneer,TARLA_DALAL,Indian Subcontinent
366,chatpata dahi wada,TARLA_DALAL,Indian Subcontinent
367,chatpata paneer snack,TARLA_DALAL,Indian Subcontinent
368,chatpata paratha,TARLA_DALAL,Indian Subcontinent
369,chatpate aloo,TARLA_DALAL,Indian Subcontinent
370,chatpati bhindi curry,TARLA_DALAL,Indian Subcontinent
371,chatpati bitter gourd bhujiya,TARLA_DALAL,Indian Subcontinent
372,chatpati subzi biryani,TARLA_DALAL,Indian Subcontinent
373,chatpati tikki,TARLA_DALAL,Indian Subcontinent
374,chawal ka paratha,TARLA_DALAL,Indian Subcontinent
375,chawal ki kheer,TARLA_DALAL,Indian Subcontinent
376,chawal ki roti,TARLA_DALAL,Indian Subcontinent
377,chawli methi dhokla,TARLA_DALAL,Indian Subcontinent
378,cheese and broccoli tikkis,TARLA_DALAL,Indian Subcontinent
379,cheese and cauliflower utappam,TARLA_DALAL,Indian Subcontinent
380,cheese cookies,TARLA_DALAL,Indian Subcontinent
381,cheese mushroom pakoda,TARLA_DALAL,Indian Subcontinent
382,cheese parantha,TARLA_DALAL,Indian Subcontinent
383,cheese uttapa,TARLA_DALAL,Indian Subcontinent
384,cheesy corn rava waffles,TARLA_DALAL,Indian Subcontinent
385,cheesy paneer ribbon samosa,TARLA_DALAL,Indian Subcontinent
386,cheesy pepper dip,TARLA_DALAL,Indian Subcontinent
387,cheesy pepper rice,TARLA_DALAL,Indian Subcontinent
388,chenna malpua,TARLA_DALAL,Indian Subcontinent
389,chettinad curry,TARLA_DALAL,Indian Subcontinent
390,chhanna rabdi,TARLA_DALAL,Indian Subcontinent
391,chhilkewale parathe,TARLA_DALAL,Indian Subcontinent
392,chick pea and soya tikkis,TARLA_DALAL,Indian Subcontinent
393,chicken kofta,TARLA_DALAL,Indian Subcontinent
394,chicken korma,TARLA_DALAL,Indian Subcontinent
395,chicken masala,TARLA_DALAL,Indian Subcontinent
396,chicken pasanda,TARLA_DALAL,Indian Subcontinent
397,chicken pulao,TARLA_DALAL,Indian Subcontinent
398,chicken pullao,TARLA_DALAL,Indian Subcontinent
399,chicken tikka,TARLA_DALAL,Indian Subcontinent
400,chidabaram kotsu,TARLA_DALAL,Indian Subcontinent
401,chilled cherry soup,TARLA_DALAL,Indian Subcontinent
402,chilled idli,TARLA_DALAL,Indian Subcontinent
403,chilled strawberry soup,TARLA_DALAL,Indian Subcontinent
404,chilli cheesy roll,TARLA_DALAL,Indian Subcontinent
405,chilli garlic chutney,TARLA_DALAL,Indian Subcontinent
406,chilli kabuli channa,TARLA_DALAL,Indian Subcontinent
407,chilli paneer,TARLA_DALAL,Indian Subcontinent
408,chilli paneer and baby corn,TARLA_DALAL,Indian Subcontinent
409,chilli parotta,TARLA_DALAL,Indian Subcontinent
410,chilli pineapple rice,TARLA_DALAL,Indian Subcontinent
411,chilli rellenos,TARLA_DALAL,Indian Subcontinent
412,chimtai,TARLA_DALAL,Indian Subcontinent
413,chinese jain cutlets,TARLA_DALAL,Indian Subcontinent
414,chinese rice,TARLA_DALAL,Indian Subcontinent
415,chitrana rice,TARLA_DALAL,Indian Subcontinent
416,choco fruit sandesh,TARLA_DALAL,Indian Subcontinent
417,chocolate - vanilla and orange sandesh,TARLA_DALAL,Indian Subcontinent
418,chocolate and apple pancakes,TARLA_DALAL,Indian Subcontinent
419,chocolate dipped gulab jamun,TARLA_DALAL,Indian Subcontinent
420,chocolate dipped rasgulla,TARLA_DALAL,Indian Subcontinent
421,chocolate ice rasgulla,TARLA_DALAL,Indian Subcontinent
422,chocolate modak,TARLA_DALAL,Indian Subcontinent
423,chocolate rasgullas,TARLA_DALAL,Indian Subcontinent
424,chola dal dhokla,TARLA_DALAL,Indian Subcontinent
425,chola methi dhokla,TARLA_DALAL,Indian Subcontinent
426,chola ni dal na poodla,TARLA_DALAL,Indian Subcontinent
427,cholar dal,TARLA_DALAL,Indian Subcontinent
428,chole,TARLA_DALAL,Indian Subcontinent
429,chole masala,TARLA_DALAL,Indian Subcontinent
430,chum chum,TARLA_DALAL,Indian Subcontinent
431,chundal,TARLA_DALAL,Indian Subcontinent
432,churma,TARLA_DALAL,Indian Subcontinent
433,churma laddu,TARLA_DALAL,Indian Subcontinent
434,churna,TARLA_DALAL,Indian Subcontinent
435,chut-mak paratha,TARLA_DALAL,Indian Subcontinent
436,chutney podi,TARLA_DALAL,Indian Subcontinent
437,cilantro roti's,TARLA_DALAL,Indian Subcontinent
438,cinnamon crisps,TARLA_DALAL,Indian Subcontinent
439,citrus salsa with spicy coriander,TARLA_DALAL,Indian Subcontinent
440,classic bhavnagari chillies,TARLA_DALAL,Indian Subcontinent
441,classic channa masala,TARLA_DALAL,Indian Subcontinent
442,cluster beans chutney,TARLA_DALAL,Indian Subcontinent
443,cocktail cheela,TARLA_DALAL,Indian Subcontinent
444,cocktail idli,TARLA_DALAL,Indian Subcontinent
445,cocktail samosa,TARLA_DALAL,Indian Subcontinent
446,coco paneer sandwich,TARLA_DALAL,Indian Subcontinent
447,coco-peanut soup,TARLA_DALAL,Indian Subcontinent
448,coconut and spinach raita,TARLA_DALAL,Indian Subcontinent
449,coconut cabbage curry,TARLA_DALAL,Indian Subcontinent
450,coconut chutney,TARLA_DALAL,Indian Subcontinent
451,coconut cookies,TARLA_DALAL,Indian Subcontinent
452,coconut corn parathas,TARLA_DALAL,Indian Subcontinent
453,coconut fondue,TARLA_DALAL,Indian Subcontinent
454,coconut mango rice,TARLA_DALAL,Indian Subcontinent
